filename	NH	NC	NN	NO	NF	mu	alpha	HOMO	HOMO_ev	HOMO_kcm	HOMO_kjm	LUMO	LUMO_ev	LUMO_kcm	LUMO_kjm	gap	gap_ev	gap_kcm	gap_kjm	zpve	zpve_ev	zpve_kcm	zpve_kjm	zpve_cmi	U0	U0_ev	U0_kcm	U0_kjm	U	U_ev	U_kcm	U_kjm	H	H_ev	H_kcm	H_kjm	G	G_ev	G_kcm	G_kjm	Cv
bigqm7wdef2tzvp_000050.xyz	02	02	00	00	02	1.16594000	25.34320000	-0.35511000	-9.66303453	-222.83488754	-932.34116947	0.08791000	2.39215276	55.16435742	230.80767145	0.44302000	12.05518728	277.99924496	1163.14884091	0.03704800	1.00812735	23.24797081	97.26950986	8131.09614685	-0.89453700	-24.34158969	-561.33043788	-2348.60655209	-0.89935200	-24.47261251	-564.35189597	-2361.24833275	-0.90407200	-24.60105024	-567.31374067	-2373.64069095	-0.83988900	-22.85454199	-527.03830042	-2205.12824894	11.80700000
bigqm7wdef2tzvp_000051.xyz	10	04	00	00	00	0.00000000	50.59650000	-0.40154000	-10.92645908	-251.97015219	-1054.24311675	0.11307000	3.07679117	70.95249566	296.86524185	0.51461000	14.00325025	322.92264785	1351.10835859	0.13265700	3.60978055	83.24352363	348.29090287	29114.84618744	-1.93649800	-52.69479044	-1215.17083172	-5084.27475991	-1.95057200	-53.07776346	-1224.00239998	-5121.22604154	-1.96284400	-53.41170156	-1231.70319619	-5153.44617285	-1.79909400	-48.95583745	-1128.94852064	-4723.52061035	19.50100000
bigqm7wdef2tzvp_000052.xyz	09	03	01	00	00	1.25461000	46.33270000	-0.31994000	-8.70601016	-200.76537951	-840.00234789	0.11060000	3.00957906	69.40254727	290.38025779	0.43054000	11.71558921	270.16792679	1130.38260568	0.12205400	3.32125825	76.59004073	320.45273042	26787.75666992	-1.74102900	-47.37580845	-1092.51218332	-4571.07097501	-1.75377800	-47.72272638	-1100.51230154	-4604.54346964	-1.76510600	-48.03097694	-1107.62072881	-4634.28512932	-1.61433000	-43.92815332	-1013.00736111	-4238.42279887	19.00700000
bigqm7wdef2tzvp_000053.xyz	08	03	00	01	00	1.73752000	42.18790000	-0.35659000	-9.70330737	-223.76360155	-936.22690890	0.10802000	2.93937369	67.78357284	283.60646877	0.46461000	12.64268106	291.54717440	1219.83337767	0.10934300	2.97537435	68.61376787	287.08000477	23998.01462926	-1.64342700	-44.71992296	-1031.26600413	-4314.81696126	-1.65489200	-45.03190147	-1038.46040019	-4344.91831439	-1.66527500	-45.31443727	-1044.97583100	-4372.17887692	-1.52735800	-41.56152484	-958.43160757	-4010.07784606	18.25000000
bigqm7wdef2tzvp_000054.xyz	07	03	00	00	01	1.94293000	38.34160000	-0.41161000	-11.20047771	-258.28917254	-1080.68189790	0.10984000	2.98889840	68.92564008	288.38487808	0.52145000	14.18937612	327.21481261	1369.06677598	0.09715600	2.64374921	60.96630997	255.08304092	21323.27729548	-1.51538600	-41.23575016	-950.91906420	-3978.64536463	-1.52588100	-41.52133363	-957.50477608	-4006.19998313	-1.53532100	-41.77820909	-963.42846547	-4030.98469952	-1.40988400	-38.36489474	-884.71556020	-3701.64990390	16.37600000
bigqm7wdef2tzvp_000055.xyz	08	02	02	00	00	0.00000000	41.93610000	-0.32081000	-8.72968406	-201.31131275	-842.28653256	0.11183000	3.04304906	70.17438392	293.60962232	0.43264000	11.77273312	271.48569667	1135.89615488	0.11145200	3.03276316	69.93718534	292.61718346	24460.88662704	-1.54528100	-42.04923448	-969.67845978	-4057.13467572	-1.55667400	-42.35925377	-976.82767516	-4087.04699287	-1.56705800	-42.64181678	-983.34373349	-4114.31018091	-1.42867700	-38.87627827	-896.50834566	-3750.99091822	18.56500000
bigqm7wdef2tzvp_000056.xyz	07	02	01	01	00	1.68778000	37.86480000	-0.32814000	-8.92914350	-205.91095716	-861.53144476	0.10737000	2.92168629	67.37569169	281.89989402	0.43551000	11.85082979	273.28664885	1143.43133878	0.09873800	2.68679762	61.95902995	259.23658132	21670.48616248	-1.44728400	-39.38260049	-908.18441435	-3799.84358962	-1.45741600	-39.65830623	-914.54234029	-3826.44515176	-1.46685600	-39.91518170	-920.46602967	-3851.22986815	-1.34126500	-36.49767679	-841.65648795	-3521.49074559	17.79700000
bigqm7wdef2tzvp_000057.xyz	06	02	01	00	01	2.21784000	34.07710000	-0.33636000	-9.15282108	-211.06908500	-883.11305162	0.10128000	2.75596896	63.55415902	265.91060135	0.43764000	11.90879004	274.62324402	1149.02365297	0.08647000	2.35296836	54.26074379	227.02695200	18977.97138355	-1.31890700	-35.88928467	-827.62663124	-3462.78982512	-1.32805000	-36.13807835	-833.36395032	-3486.79476813	-1.33654500	-36.36923905	-838.69464326	-3509.09838739	-1.22348000	-33.29258394	-767.74528514	-3212.24627304	15.97000000
bigqm7wdef2tzvp_000058.xyz	06	02	00	02	00	2.25949000	33.86650000	-0.36467000	-9.92317536	-228.83387806	-957.44094582	0.10549000	2.87052888	66.19597389	276.96395474	0.47016000	12.79370424	295.02985195	1234.40490056	0.08585300	2.33617894	53.87357044	225.40701873	18842.55553593	-1.34858600	-36.69689133	-846.25048477	-3540.71202829	-1.35737600	-36.93607939	-851.76629301	-3563.79016994	-1.36587200	-37.16726731	-857.09761345	-3586.09641470	-1.25329000	-34.10375529	-786.45134241	-3290.51241666	17.07400000
bigqm7wdef2tzvp_000059.xyz	05	02	00	01	01	1.93880000	30.13130000	-0.37486000	-10.20045936	-235.22819955	-984.19478693	0.09968000	2.71243074	62.55014387	261.70980196	0.47454000	12.91289010	297.77834342	1245.90458888	0.07360800	2.00297554	46.18971699	193.25777591	16155.08867353	-1.21955200	-33.18569762	-765.28042795	-3201.93331054	-1.22734800	-33.39783757	-770.17249177	-3222.40170556	-1.23490000	-33.60333794	-774.91144328	-3242.22947868	-1.13487900	-30.88162811	-712.14731868	-2979.62438136	15.21200000
bigqm7wdef2tzvp_000060.xyz	04	02	00	00	02	0.00000000	26.57380000	-0.42516000	-11.56919197	-266.79192584	-1116.25741773	0.11787000	3.20740582	73.96454111	309.46764001	0.54303000	14.77659778	340.75646696	1425.72505774	0.06149300	1.67330963	38.58743978	161.44984803	13496.15351323	-1.08929300	-29.64116997	-683.54167203	-2859.93835576	-1.09619400	-29.82895573	-687.87211487	-2878.05692862	-1.10280200	-30.00876855	-692.01869744	-2895.40623010	-1.01443700	-27.60423462	-636.56882321	-2663.40395633	13.26700000
bigqm7wdef2tzvp_000061.xyz	09	03	01	00	00	0.94061500	47.13930000	-0.30354000	-8.25974346	-190.47422422	-796.94415415	0.11179000	3.04196060	70.14928354	293.50460233	0.41533000	11.30170406	260.62350776	1090.44875648	0.12162500	3.30958456	76.32083917	319.32639108	26693.60205302	-1.73252500	-47.14440284	-1087.17584280	-4548.74372626	-1.74533400	-47.49295345	-1095.21361158	-4582.37375087	-1.75666200	-47.80120401	-1102.32203885	-4612.11541054	-1.60574300	-43.69448917	-1007.61893730	-4215.87763364	18.62600000
bigqm7wdef2tzvp_000062.xyz	08	03	00	01	00	1.15503000	43.13920000	-0.34111000	-9.28207515	-214.04975497	-895.58417481	0.11620000	3.16196281	72.91660030	305.08305565	0.45731000	12.44403796	286.96635527	1200.66723046	0.10876300	2.95959174	68.24981238	285.55721499	23870.71934300	-1.63119800	-44.38715494	-1023.59219083	-4282.70972643	-1.64267800	-44.69954163	-1030.79599953	-4312.85046205	-1.65306200	-44.98210464	-1037.31205786	-4340.11365008	-1.51512000	-41.22851193	-950.75214669	-3977.94698173	17.72800000
bigqm7wdef2tzvp_000063.xyz	08	04	00	00	00	0.40950800	49.62060000	-0.33989000	-9.24887726	-213.28419342	-892.38106528	0.08179000	2.22561909	51.32399947	214.73961378	0.42168000	11.47449635	264.60819289	1107.12067906	0.10908600	2.96838102	68.45249794	286.40525137	23941.60964897	-1.72585800	-46.96298454	-1082.99223717	-4531.23952030	-1.73760900	-47.28274551	-1090.36610094	-4562.09176632	-1.74799200	-47.56528131	-1096.88153175	-4589.35232885	-1.60993000	-43.80842323	-1010.24631944	-4226.87060055	17.57600000
bigqm7wdef2tzvp_000064.xyz	06	03	00	01	00	2.94377000	39.27110000	-0.34150000	-9.29268759	-214.29448367	-896.60811966	0.04506000	1.22614496	28.27557667	118.30501280	0.38656000	10.51883255	242.57006034	1014.91313246	0.08488000	2.30970226	53.26300373	222.85240760	18629.00671951	-1.45875300	-39.69468785	-915.38132045	-3829.95544475	-1.46785400	-39.94233866	-921.09228412	-3853.85011677	-1.47634900	-40.17349936	-926.42297706	-3876.15373603	-1.36387200	-37.11284454	-855.84259452	-3580.84541546	15.79900000
bigqm7wdef2tzvp_000065.xyz	05	03	01	00	00	4.14102000	38.77380000	-0.41367000	-11.25653317	-259.58184205	-1086.09042712	0.08598000	2.33963479	53.95326415	225.74045718	0.49965000	13.59616795	313.53510619	1311.83088430	0.07483200	2.03628228	46.95778858	196.47138744	16423.72562246	-1.36991400	-37.27725572	-859.63400673	-3596.70868415	-1.37799600	-37.49717813	-864.70553826	-3617.92797207	-1.38554800	-37.70267850	-869.44448977	-3637.75574519	-1.28464000	-34.95683217	-806.12376427	-3372.82182970	14.88700000
bigqm7wdef2tzvp_000066.xyz	07	03	01	00	00	1.47506000	45.28350000	-0.32292000	-8.78710008	-202.63535773	-847.82633675	0.07729000	2.10316786	48.50020686	202.92486550	0.40021000	10.89026794	251.13556459	1050.75120225	0.09828600	2.67449807	61.67539567	258.04985549	21571.28362905	-1.52775600	-41.57235497	-958.68135634	-4011.12279491	-1.53810200	-41.85388395	-965.17356930	-4038.28621396	-1.54754200	-42.11075942	-971.09725869	-4063.07093036	-1.42202300	-38.69521372	-892.33289765	-3733.52084376	17.16400000
bigqm7wdef2tzvp_000067.xyz	06	03	00	01	00	1.66082000	41.21420000	-0.34581000	-9.40996866	-216.99904948	-907.92402302	0.07086000	1.92819866	44.46532097	186.04290296	0.41667000	11.33816732	261.46437045	1093.96692597	0.08557200	2.32853254	53.69724028	224.66925334	18780.88316449	-1.43032200	-38.92104100	-897.54059873	-3755.30986510	-1.43942900	-39.16885507	-903.25532747	-3779.22029012	-1.44792500	-39.40004299	-908.58664792	-3801.52653488	-1.33508100	-36.32940159	-837.77596939	-3505.25465595	16.35800000
bigqm7wdef2tzvp_000068.xyz	04	02	00	02	00	1.97758000	30.88140000	-0.34598000	-9.41459459	-217.10572609	-908.37035795	0.03146000	0.85607014	19.74144790	82.59821799	0.37744000	10.27066473	236.84717398	990.96857594	0.06117000	1.66452035	38.38475422	160.60181165	13425.26320726	-1.16257600	-31.63530181	-729.52744844	-3052.34284429	-1.16905500	-31.81160437	-733.59308229	-3069.35345631	-1.17566300	-31.99141719	-737.73966486	-3086.70275779	-1.08830600	-29.61431233	-682.92232018	-2857.34698763	14.70100000
bigqm7wdef2tzvp_000069.xyz	03	02	01	01	00	4.98327000	30.89830000	-0.39729000	-10.81081070	-249.30323694	-1043.08474337	0.06006000	1.63431572	37.68821871	157.68750708	0.45735000	12.44512641	286.99145565	1200.77225045	0.05090500	1.38519550	31.94336952	133.65105807	11172.35611518	-1.06679000	-29.02883220	-669.42082644	-2800.85673784	-1.07212100	-29.17389609	-672.76607942	-2814.85327631	-1.07778400	-29.32799415	-676.31966555	-2829.72148065	-1.00235900	-27.27557552	-628.98976385	-2631.69317194	13.79100000
bigqm7wdef2tzvp_000070.xyz	05	03	00	00	01	1.85400000	37.27120000	-0.36494000	-9.93052243	-229.00330562	-958.14983072	0.05946000	1.61798888	37.31171303	156.11220731	0.42440000	11.54851131	266.31501865	1114.26203802	0.07347400	1.99932922	46.10563073	192.90595896	16125.67907292	-1.30210000	-35.43194294	-817.08007960	-3418.66305303	-1.31029200	-35.65485859	-822.22063717	-3440.17114591	-1.31784400	-35.86035896	-826.95958868	-3459.99891903	-1.21736500	-33.12618632	-763.90806474	-3196.19134287	14.43100000
bigqm7wdef2tzvp_000071.xyz	03	02	00	01	01	1.11677000	27.19510000	-0.36277000	-9.87147373	-227.64161007	-952.45249654	0.02390000	0.65035207	14.99747631	62.74944088	0.38667000	10.52182580	242.63908638	1015.20193742	0.04885100	1.32930331	30.65446507	128.25828186	10721.55522213	-1.03177500	-28.07602559	-647.44858239	-2708.92486871	-1.03730300	-28.22645012	-650.91745473	-2723.43863060	-1.04296600	-28.38054819	-654.47104085	-2738.30683494	-0.96790400	-26.33800729	-607.36892509	-2541.23158259	12.85000000
bigqm7wdef2tzvp_000072.xyz	02	02	01	00	01	3.28635000	27.31980000	-0.43539000	-11.84756442	-273.21134771	-1143.11627883	0.05068000	1.37907293	31.80217989	133.06032066	0.48607000	13.22663736	305.01352760	1276.17659948	0.03885600	1.05732553	24.38250793	102.01641317	8527.90628055	-0.93486100	-25.43886154	-586.63412971	-2454.47719870	-0.93935900	-25.56125834	-589.45666730	-2466.28669598	-0.94407900	-25.68969607	-592.41851199	-2478.67905418	-0.88079100	-23.96754201	-552.70469272	-2312.51643433	11.78600000
bigqm7wdef2tzvp_000073.xyz	06	02	02	00	00	3.87484000	41.40980000	-0.31248000	-8.50301323	-196.08415888	-820.41612074	0.10197000	2.77474481	63.98714055	267.72219608	0.41445000	11.27775804	260.07129943	1088.13831682	0.08689900	2.36464205	54.52994535	228.15329133	19072.12600046	-1.35920300	-36.98579459	-852.91275281	-3568.58695774	-1.36819200	-37.23039772	-858.55343542	-3592.18757381	-1.37668800	-37.46158564	-863.88475587	-3614.49381857	-1.26354400	-34.38278082	-792.88582451	-3317.43428975	16.17000000
bigqm7wdef2tzvp_000074.xyz	05	02	01	01	00	4.23674000	36.15440000	-0.34398000	-9.36017182	-215.85070715	-903.11935872	0.09427000	2.56521716	59.15531764	247.50584902	0.43825000	11.92538898	275.00602479	1150.62520774	0.07467600	2.03203730	46.85989711	196.06180950	16389.48757995	-1.28842900	-35.05993611	-808.50139765	-3382.76984775	-1.29626500	-35.27316451	-813.41856185	-3403.34326276	-1.30381700	-35.47866488	-818.15751336	-3423.17103588	-1.20321100	-32.74103640	-755.02629572	-3159.03002128	14.96500000
bigqm7wdef2tzvp_000075.xyz	05	01	03	00	00	2.70613000	37.37480000	-0.32328000	-8.79689618	-202.86126114	-848.77151662	0.08914000	2.42562276	55.93619407	234.03703598	0.41242000	11.22251894	258.79745521	1082.80855259	0.07602100	2.06863661	47.70389734	199.59310649	16684.68095928	-1.14208700	-31.07776777	-716.67040693	-2998.54898261	-1.14991600	-31.29080569	-721.58317857	-3019.10401912	-1.15746800	-31.49630606	-726.32213008	-3038.93179224	-1.05612400	-28.73859558	-662.72781045	-2772.85315891	15.79000000
bigqm7wdef2tzvp_000076.xyz	04	01	02	01	00	4.60713000	32.14790000	-0.34646000	-9.42765606	-217.40693063	-909.63059777	0.09322000	2.53664520	58.49643270	244.74907442	0.43968000	11.96430126	275.90336333	1154.37967219	0.06388800	1.73848089	40.09032496	167.73791962	14021.79525561	-1.07108700	-29.14575951	-672.11723463	-2812.13850970	-1.07781900	-29.32894655	-676.34162838	-2829.81337313	-1.08442700	-29.50875938	-680.48821095	-2847.16267461	-0.99549300	-27.08874216	-624.68128383	-2613.66649156	14.48600000
bigqm7wdef2tzvp_000077.xyz	04	01	02	01	00	3.09841000	33.52780000	-0.33640000	-9.15390953	-211.09418537	-883.21807161	0.07893000	2.14779453	49.52932239	207.23068488	0.41533000	11.30170406	260.62350776	1090.44875648	0.06319600	1.71965062	39.65608840	165.92107388	13869.91881063	-1.02177700	-27.80396618	-641.17474272	-2682.67512352	-1.02853100	-27.98775186	-645.41294167	-2700.40774795	-1.03513800	-28.16753748	-649.55889673	-2717.75442392	-0.94612000	-25.74523451	-593.69925882	-2484.03769890	14.68700000
bigqm7wdef2tzvp_000078.xyz	03	01	01	02	00	3.42554000	28.48020000	-0.35762000	-9.73133510	-224.40993631	-938.93117351	0.06985000	1.90071516	43.83153641	183.39114834	0.42747000	11.63205026	268.24147272	1122.32232185	0.05070400	1.37972601	31.81724012	133.12333265	11128.24171426	-0.94794800	-25.79497692	-594.84634613	-2488.83711220	-0.95346900	-25.94521097	-598.31082591	-2503.33249559	-0.95913200	-26.09930903	-601.86441203	-2518.20069993	-0.88279300	-24.02201920	-553.96096668	-2317.77268457	13.76200000
bigqm7wdef2tzvp_000079.xyz	06	02	02	00	00	1.87837000	43.98630000	-0.30206000	-8.21947061	-189.54551021	-793.05841471	0.06993000	1.90289207	43.88173717	183.60118831	0.37199000	10.12236269	233.42724738	976.65960302	0.08578500	2.33432857	53.83089980	225.22848476	18827.63126099	-1.31890700	-35.88928467	-827.62663124	-3462.78982512	-1.32810100	-36.13946613	-833.39595330	-3486.92866861	-1.33659700	-36.37065405	-838.72727375	-3509.23491337	-1.22269800	-33.27130463	-767.25457274	-3210.19313234	16.09600000
bigqm7wdef2tzvp_000080.xyz	06	03	00	01	00	1.75760000	42.74470000	-0.30789000	-8.37811298	-193.20389041	-808.36507749	0.09213000	2.50698480	57.81244738	241.88727984	0.40002000	10.88509778	251.01633779	1050.25235733	0.08485400	2.30899477	53.24668848	222.78414461	18623.30037909	-1.42486200	-38.77246684	-894.11439703	-3740.97463718	-1.43375900	-39.01456653	-899.69734878	-3764.33370728	-1.44225500	-39.24575444	-905.02866923	-3786.63995204	-1.33050900	-36.20499114	-834.90699610	-3493.25087169	16.16500000
bigqm7wdef2tzvp_000081.xyz	04	02	00	02	00	1.96035000	31.02580000	-0.37753000	-10.27311375	-236.90364984	-991.20487091	0.07352000	2.00058094	46.13449616	193.02673194	0.45105000	12.27369469	283.03814600	1184.23160285	0.06251100	1.70101082	39.22624442	164.12260664	13719.57868807	-1.18590800	-32.27019782	-744.16849937	-3113.60100138	-1.19272800	-32.45577946	-748.44811395	-3131.50690878	-1.19933600	-32.63559228	-752.59469652	-3148.85621026	-1.11105700	-30.23339853	-697.19878811	-2917.07972945	13.46700000
bigqm7wdef2tzvp_000082.xyz	05	02	01	01	00	0.31899700	38.80360000	-0.33951000	-9.23853694	-213.04573982	-891.38337542	0.05944000	1.61744466	37.29916284	156.05969731	0.39895000	10.85598159	250.34490266	1047.44307273	0.07296000	1.98534257	45.78309086	191.55645215	16012.86911234	-1.20068800	-32.67238208	-753.44308933	-3152.40588574	-1.20852400	-32.88561048	-758.36025353	-3172.97930075	-1.21607600	-33.09111085	-763.09920504	-3192.80707387	-1.11534700	-30.35013536	-699.89080373	-2928.34312281	15.13200000
bigqm7wdef2tzvp_000083.xyz	06	04	00	00	00	0.83482400	45.20910000	-0.35161000	-9.56779468	-220.63860440	-923.15192080	0.10229000	2.78345246	64.18794358	268.56235596	0.45390000	12.35124714	284.82654798	1191.71427676	0.08524300	2.31958000	53.49078967	223.80546397	18708.67601073	-1.49955000	-40.80483068	-940.98182425	-3937.06795267	-1.50876000	-41.05544753	-946.76118646	-3961.24880416	-1.51725600	-41.28663544	-952.09250691	-3983.55504892	-1.40424500	-38.21144974	-881.17703431	-3686.84471155	16.71300000
bigqm7wdef2tzvp_000084.xyz	05	03	01	00	00	1.64702000	40.91440000	-0.33196000	-9.03309099	-208.30804333	-871.56085330	0.08941000	2.43296983	56.10562162	234.74592088	0.42137000	11.46606082	264.41366496	1106.30677418	0.07444200	2.02566984	46.71305989	195.44744259	16338.13051618	-1.30028200	-35.38247264	-815.93926738	-3413.88989473	-1.30813600	-35.59619085	-820.86772675	-3434.51056873	-1.31568700	-35.80166401	-825.60605075	-3454.33571635	-1.21505900	-33.06343687	-762.46102791	-3190.13694075	16.24500000
bigqm7wdef2tzvp_000085.xyz	04	03	00	01	00	1.95356000	36.93320000	-0.35197000	-9.57759078	-220.86450781	-924.09710067	0.07906000	2.15133201	49.61089862	207.57199983	0.43103000	11.72892279	270.47540643	1131.66910049	0.06145900	1.67238444	38.56610446	161.36058104	13488.69137576	-1.19945800	-32.63891207	-752.67125268	-3149.17652121	-1.20592500	-32.81488809	-756.72935642	-3166.15562724	-1.21253300	-32.99470092	-760.87593899	-3183.50492872	-1.12499500	-30.61267080	-705.94501509	-2953.67394313	15.56300000
bigqm7wdef2tzvp_000086.xyz	03	03	00	00	01	1.73897000	33.10080000	-0.37124000	-10.10195415	-232.95661528	-974.69047831	0.07160000	1.94833509	44.92967798	187.98577267	0.44284000	12.05028923	277.88629326	1162.67625098	0.04945400	1.34571178	31.03285328	129.84145813	10853.89842491	-1.07031400	-29.12472511	-671.63216981	-2810.10899850	-1.07594700	-29.27800684	-675.16693065	-2824.89843785	-1.08161100	-29.43213212	-678.72114428	-2839.76926769	-1.00624100	-27.38121012	-631.42575561	-2641.88536145	13.51500000
bigqm7wdef2tzvp_000087.xyz	06	04	00	00	00	0.00000000	52.21590000	-0.31639000	-8.60940974	-198.53772090	-830.68182425	0.03471000	0.94450713	21.78085367	91.13109175	0.35110000	9.55391688	220.31857457	921.81291600	0.08574800	2.33332174	53.80768195	225.13134127	18819.51069963	-1.52088700	-41.38543998	-954.37099379	-3993.08823803	-1.53041300	-41.64465562	-960.34864900	-4018.09874740	-1.53890900	-41.87584354	-965.67996944	-4040.40499215	-1.42458100	-38.76482044	-893.93806687	-3740.23687179	15.58900000
bigqm7wdef2tzvp_000088.xyz	04	03	00	01	00	3.28894000	39.50610000	-0.34971000	-9.51609305	-219.44633641	-918.16347153	-0.00139000	-0.03782382	-0.87223816	-3.64944447	0.34832000	9.47826923	218.57409825	914.51402706	0.06179200	1.68144583	38.77506511	162.23487242	13561.77642804	-1.25109700	-34.04408072	-785.07521415	-3284.75469600	-1.25807500	-34.23396176	-789.45397522	-3303.07543234	-1.26468300	-34.41377459	-793.60055780	-3320.42473382	-1.17617700	-32.00540385	-738.06220473	-3088.05226459	13.63700000
bigqm7wdef2tzvp_000089.xyz	03	03	01	00	00	4.04793000	39.10530000	-0.37882000	-10.30821644	-237.71313705	-994.59176542	0.00502000	0.13660115	3.15009753	13.18000808	0.38384000	10.44481758	240.86323458	1007.77177350	0.05120000	1.39322285	32.12848481	134.42558046	11237.10113147	-1.15710900	-31.48653718	-726.09685418	-3037.98923787	-1.16289500	-31.64398224	-729.72762396	-3053.18037866	-1.16855900	-31.79810752	-733.28183760	-3068.05120850	-1.09232900	-29.72378373	-685.44679077	-2867.90937260	12.91100000
